Audiofile,start,end,class
S01_U04.CH4,2043.72,2052.74,foreground
S01_U04.CH4,2052.74,2058.84,foreground
S01_U04.CH4,2058.84,2065.93,foreground
S01_U04.CH4,2065.93,2069.25,foreground
S01_U04.CH4,2069.25,2070.46,foreground
S01_U04.CH4,2070.46,2072.14,foreground
S01_U04.CH4,2072.14,2083.99,foreground
S01_U04.CH4,2083.99,2084.31,foreground
S01_U04.CH4,2084.31,2085.54,foreground
S01_U04.CH4,2085.54,2094.89,foreground
S01_U04.CH4,2094.89,2104.25,foreground
S01_U04.CH4,2104.25,2107.99,foreground
S01_U04.CH4,2107.99,2156.93,foreground
S01_U04.CH4,2156.93,2172.13,foreground
S01_U04.CH4,2172.13,2195.51,foreground
S01_U04.CH4,2195.51,2211.03,foreground
S01_U04.CH4,2211.03,2216.45,foreground
S01_U04.CH4,2216.45,2235.05,foreground
S01_U04.CH4,2235.05,2244.11,foreground
S01_U04.CH4,2244.11,2250.03,foreground
S01_U04.CH4,2250.03,2250.48,foreground
S01_U04.CH4,2250.48,2255.37,foreground
S01_U04.CH4,2255.37,2255.77,foreground
S01_U04.CH4,2255.77,2258.52,foreground
S01_U04.CH4,2258.52,2259.15,foreground
S01_U04.CH4,2259.15,2259.57,foreground
S01_U04.CH4,2259.57,2261.04,foreground
S01_U04.CH4,2261.04,2266.95,foreground
S01_U04.CH4,2266.95,2267.81,foreground
S01_U04.CH4,2267.81,2269.53,foreground
S01_U04.CH4,2269.53,2270.2,foreground
S01_U04.CH4,2270.2,2270.48,background
S01_U04.CH4,2270.48,2273.34,foreground
S01_U04.CH4,2273.34,2273.91,foreground
S01_U04.CH4,2273.91,2274.88,foreground
S01_U04.CH4,2274.88,2275.31,foreground
S01_U04.CH4,2275.31,2277.22,foreground
S01_U04.CH4,2277.22,2283.05,foreground
S01_U04.CH4,2283.05,2283.27,background
S01_U04.CH4,2283.27,2286.08,foreground
S01_U04.CH4,2286.08,2289.18,foreground
S01_U04.CH4,2289.18,2291.4,foreground
S01_U04.CH4,2291.4,2291.66,foreground
S01_U04.CH4,2291.66,2291.99,background
S01_U04.CH4,2291.99,2294.13,foreground
S01_U04.CH4,2294.13,2298.17,foreground
S01_U04.CH4,2298.17,2298.42,foreground
S01_U04.CH4,2298.42,2304.4,foreground
S01_U04.CH4,2304.4,2324.93,foreground
S01_U04.CH4,2324.93,2325.33,background
S01_U04.CH4,2325.33,2326.24,foreground
S01_U04.CH4,2326.24,2341.26,foreground
S01_U04.CH4,2341.26,2343.87,foreground
S01_U04.CH4,2343.87,2344.49,foreground
S01_U04.CH4,2344.49,2345.34,foreground
S01_U04.CH4,2345.34,2376.55,foreground
S01_U04.CH4,2376.55,2382.38,foreground
S01_U04.CH4,2382.38,2386.03,foreground
S01_U04.CH4,2386.03,2387.84,foreground
S01_U04.CH4,2387.84,2393.39,foreground
S01_U04.CH4,2393.39,2400.76,foreground
S01_U04.CH4,2400.76,2404.59,foreground
S01_U04.CH4,2404.59,2407.05,foreground
S01_U04.CH4,2407.05,2421.91,foreground
S01_U04.CH4,2421.91,2472.46,foreground
S01_U04.CH4,2472.46,2479.22,foreground
S01_U04.CH4,2479.22,2485.54,foreground
S01_U04.CH4,2485.54,2489.62,foreground
S01_U04.CH4,2489.62,2505.49,foreground
S01_U04.CH4,2505.49,2528.03,foreground
S01_U04.CH4,2528.03,2528.42,foreground
S01_U04.CH4,2528.42,2533.71,foreground
S01_U04.CH4,2533.71,2534.36,background
S01_U04.CH4,2534.36,2552.71,foreground
S01_U04.CH4,2552.71,2553.63,foreground
S01_U04.CH4,2553.63,2556.44,foreground
S01_U04.CH4,2556.44,2557.88,foreground
S01_U04.CH4,2557.88,2558.94,foreground
S01_U04.CH4,2558.94,2560.03,foreground
S01_U04.CH4,2560.03,2561.37,foreground
S01_U04.CH4,2561.37,2561.65,foreground
S01_U04.CH4,2561.65,2562.0,foreground
S01_U04.CH4,2562.0,2572.91,foreground
S01_U04.CH4,2572.91,2576.84,foreground
S01_U04.CH4,2576.84,2594.19,foreground
S01_U04.CH4,2594.19,2617.31,foreground
S01_U04.CH4,2617.31,2618.07,foreground
S01_U04.CH4,2618.07,2630.88,foreground
S01_U04.CH4,2630.88,2649.04,foreground
S01_U04.CH4,2649.04,2654.21,foreground
S01_U04.CH4,2654.21,2663.01,foreground
S01_U04.CH4,2663.01,2664.66,foreground
S01_U04.CH4,2664.66,2666.05,foreground
S01_U04.CH4,2666.05,2670.32,foreground
S01_U04.CH4,2670.32,2684.6,foreground
S01_U04.CH4,2684.6,2694.7,foreground
S01_U04.CH4,2694.7,2709.76,foreground
S01_U04.CH4,2709.76,2710.99,foreground
S01_U04.CH4,2710.99,2715.33,foreground
S01_U04.CH4,2715.33,2716.87,foreground
S01_U04.CH4,2716.87,2721.11,foreground
S01_U04.CH4,2721.11,2724.87,foreground
S01_U04.CH4,2724.87,2752.95,foreground
S01_U04.CH4,2752.95,2763.2,foreground
S01_U04.CH4,2763.2,2767.95,foreground
S01_U04.CH4,2767.95,2768.22,foreground
S01_U04.CH4,2768.22,2776.9,foreground
S01_U04.CH4,2776.9,2779.48,foreground
S01_U04.CH4,2779.48,2783.39,foreground
S01_U04.CH4,2783.39,2785.89,foreground
S01_U04.CH4,2785.89,2787.08,foreground
S01_U04.CH4,2787.08,2790.98,foreground
S01_U04.CH4,2790.98,2800.87,foreground
S01_U04.CH4,2800.87,2805.03,foreground
S01_U04.CH4,2805.03,2821.01,foreground
S01_U04.CH4,2821.01,2823.32,foreground
S01_U04.CH4,2823.32,2829.1,foreground
S01_U04.CH4,2829.1,2831.67,foreground
S01_U04.CH4,2831.67,2834.75,foreground
S01_U04.CH4,2834.75,2845.59,foreground
S01_U04.CH4,2845.59,2848.37,foreground
S01_U04.CH4,2848.37,2854.56,foreground
S01_U04.CH4,2854.56,2858.94,foreground
S01_U04.CH4,2858.94,2860.44,foreground
S01_U04.CH4,2860.44,2861.65,foreground
S01_U04.CH4,2861.65,2865.74,foreground
S01_U04.CH4,2865.74,2879.5,foreground
S01_U04.CH4,2879.5,2880.12,foreground
S01_U04.CH4,2880.12,2933.29,foreground
S01_U04.CH4,2933.29,2936.15,foreground
S01_U04.CH4,2936.15,2937.62,foreground
S01_U04.CH4,2937.62,2942.91,foreground
S01_U04.CH4,2942.91,2951.31,foreground
S01_U04.CH4,2951.31,2951.63,foreground
S01_U04.CH4,2951.63,2953.47,foreground
S01_U04.CH4,2953.47,2953.97,foreground
S01_U04.CH4,2953.97,2955.71,foreground
S01_U04.CH4,2955.71,2966.71,foreground
S01_U04.CH4,2966.71,2983.13,foreground
S01_U04.CH4,2983.13,2985.8,foreground
S01_U04.CH4,2985.8,2989.02,foreground
S01_U04.CH4,2989.02,2995.16,foreground
S01_U04.CH4,2995.16,3007.92,foreground
S01_U04.CH4,3007.92,3019.82,foreground
S01_U04.CH4,3019.82,3026.09,foreground
S01_U04.CH4,3026.09,3045.51,foreground
S01_U04.CH4,3045.51,3075.52,foreground
S01_U04.CH4,3075.52,3094.16,foreground
S01_U04.CH4,3094.16,3101.02,foreground
S01_U04.CH4,3101.02,3104.8,foreground
S01_U04.CH4,3104.8,3107.48,foreground
S01_U04.CH4,3107.48,3111.83,foreground
S01_U04.CH4,3111.83,3116.12,foreground
S01_U04.CH4,3116.12,3117.37,foreground
S01_U04.CH4,3117.37,3118.9,foreground
S01_U04.CH4,3118.9,3130.77,foreground
S01_U04.CH4,3130.77,3131.17,foreground
S01_U04.CH4,3131.17,3134.81,foreground
S01_U04.CH4,3134.81,3136.87,foreground
S01_U04.CH4,3136.87,3138.19,foreground
S01_U04.CH4,3138.19,3140.9,foreground
S01_U04.CH4,3140.9,3141.27,foreground
S01_U04.CH4,3141.27,3148.68,foreground
S01_U04.CH4,3148.68,3152.14,foreground
S01_U04.CH4,3152.14,3152.59,foreground
S01_U04.CH4,3152.59,3152.92,background
S01_U04.CH4,3152.92,3165.52,foreground
S01_U04.CH4,3165.52,3165.95,background
S01_U04.CH4,3165.95,3168.39,foreground
S01_U04.CH4,3168.39,3168.76,foreground
S01_U04.CH4,3168.76,3169.32,background
S01_U04.CH4,3169.32,3170.07,foreground
S01_U04.CH4,3170.07,3171.18,foreground
S01_U04.CH4,3171.18,3181.73,foreground
S01_U04.CH4,3181.73,3185.43,foreground
S01_U04.CH4,3185.43,3189.91,foreground
S01_U04.CH4,3189.91,3191.79,foreground
S01_U04.CH4,3191.79,3192.01,background
S01_U04.CH4,3192.01,3192.78,foreground
S01_U04.CH4,3192.78,3206.15,foreground
S01_U04.CH4,3206.15,3213.14,foreground
S01_U04.CH4,3213.14,3229.36,foreground
S01_U04.CH4,3229.36,3232.06,foreground
S01_U04.CH4,3232.06,3233.63,foreground
S01_U04.CH4,3233.63,3233.95,foreground
S01_U04.CH4,3233.95,3236.65,foreground
S01_U04.CH4,3236.65,3242.01,foreground
S01_U04.CH4,3242.01,3244.3,foreground
S01_U04.CH4,3244.3,3249.21,foreground
S01_U04.CH4,3249.21,3249.58,foreground
S01_U04.CH4,3249.58,3250.24,foreground
S01_U04.CH4,3250.24,3250.65,foreground
S01_U04.CH4,3250.65,3254.24,foreground
S01_U04.CH4,3254.24,3257.47,foreground
S01_U04.CH4,3257.47,3257.85,foreground
S01_U04.CH4,3257.85,3265.76,foreground
S01_U04.CH4,3265.76,3270.24,foreground
S01_U04.CH4,3270.24,3270.59,foreground
S01_U04.CH4,3270.59,3271.14,foreground
S01_U04.CH4,3271.14,3271.78,foreground
S01_U04.CH4,3271.78,3273.48,foreground
S01_U04.CH4,3273.48,3275.57,foreground
S01_U04.CH4,3275.57,3276.38,foreground
S01_U04.CH4,3276.38,3278.34,foreground
S01_U04.CH4,3278.34,3287.09,foreground
S01_U04.CH4,3287.09,3300.25,foreground
S01_U04.CH4,3300.25,3333.51,foreground
S01_U04.CH4,3333.51,3334.04,foreground
S01_U04.CH4,3334.04,3335.99,foreground
S01_U04.CH4,3335.99,3336.87,foreground
S01_U04.CH4,3336.87,3338.71,foreground
S01_U04.CH4,3338.71,3340.93,foreground
S01_U04.CH4,3340.93,3350.65,foreground
S01_U04.CH4,3350.65,3352.5,foreground
S01_U04.CH4,3352.5,3370.68,foreground
S01_U04.CH4,3370.68,3371.13,foreground
S01_U04.CH4,3371.13,3371.73,foreground
S01_U04.CH4,3371.73,3378.06,foreground
S01_U04.CH4,3378.06,3401.18,foreground
S01_U04.CH4,3401.18,3403.01,foreground
S01_U04.CH4,3403.01,3407.73,foreground
S01_U04.CH4,3407.73,3431.89,foreground
S01_U04.CH4,3431.89,3471.57,foreground
S01_U04.CH4,3471.57,3482.78,foreground
S01_U04.CH4,3482.78,3496.94,foreground
S01_U04.CH4,3496.94,3502.48,foreground
S01_U04.CH4,3502.48,3548.16,foreground
S01_U04.CH4,3548.16,3613.07,foreground
S01_U04.CH4,3613.07,3628.95,foreground
S01_U04.CH4,3628.95,3645.58,foreground
S01_U04.CH4,3645.58,3656.34,foreground
S01_U04.CH4,3656.34,3657.76,foreground
S01_U04.CH4,3657.76,3658.96,foreground
S01_U04.CH4,3658.96,3660.29,foreground
S01_U04.CH4,3660.29,3660.54,foreground
S01_U04.CH4,3660.54,3674.4,foreground
S01_U04.CH4,3674.4,3705.75,foreground
S01_U04.CH4,3705.75,3715.22,foreground
S01_U04.CH4,3715.22,3715.9,background
S01_U04.CH4,3715.9,3716.63,foreground
S01_U04.CH4,3716.63,3735.5,foreground
S01_U04.CH4,3735.5,3735.7,background
S01_U04.CH4,3735.7,3740.64,foreground
S01_U04.CH4,3740.64,3786.74,foreground
S01_U04.CH4,3786.74,3791.1,foreground
S01_U04.CH4,3791.1,3808.42,foreground
S01_U04.CH4,3808.42,3809.25,foreground
S01_U04.CH4,3809.25,3845.04,foreground
S01_U04.CH4,3845.04,3876.47,foreground
S01_U04.CH4,3876.47,3876.76,foreground
S01_U04.CH4,3876.76,3877.71,foreground
S01_U04.CH4,3877.71,3878.67,foreground
S01_U04.CH4,3878.67,3883.05,foreground
S01_U04.CH4,3883.05,3884.31,foreground
S01_U04.CH4,3884.31,3934.14,foreground
S01_U04.CH4,3934.14,3936.1,foreground
S01_U04.CH4,3936.1,3956.4,foreground
S01_U04.CH4,3956.4,3965.77,foreground
S01_U04.CH4,3965.77,3966.74,foreground
S01_U04.CH4,3966.74,3972.94,foreground
S01_U04.CH4,3972.94,3977.43,foreground
S01_U04.CH4,3977.43,3997.87,foreground
S01_U04.CH4,3997.87,4010.57,foreground
S01_U04.CH4,4010.57,4033.84,foreground
S01_U04.CH4,4033.84,4038.83,foreground
S01_U04.CH4,4038.83,4049.17,foreground
S01_U04.CH4,4049.17,4054.72,foreground
S01_U04.CH4,4054.72,4055.63,background
S01_U04.CH4,4055.63,4056.16,foreground
S01_U04.CH4,4056.16,4058.63,foreground
S01_U04.CH4,4058.63,4060.12,foreground
S01_U04.CH4,4060.12,4063.07,foreground
S01_U04.CH4,4063.07,4063.36,background
S01_U04.CH4,4063.36,4063.58,foreground
S01_U04.CH4,4063.58,4070.44,foreground
S01_U04.CH4,4070.44,4078.91,foreground
S01_U04.CH4,4078.91,4079.59,background
S01_U04.CH4,4079.59,4079.82,foreground
S01_U04.CH4,4079.82,4080.2,foreground
S01_U04.CH4,4080.2,4087.18,foreground
S01_U04.CH4,4087.18,4094.37,foreground
S01_U04.CH4,4094.37,4101.12,foreground
S01_U04.CH4,4101.12,4117.16,foreground
S01_U04.CH4,4117.16,4151.96,foreground
S01_U04.CH4,4151.96,4152.91,foreground
S01_U04.CH4,4152.91,4153.77,foreground
S01_U04.CH4,4153.77,4170.02,foreground
S01_U04.CH4,4170.02,4199.09,foreground
S01_U04.CH4,4199.09,4203.17,foreground
S01_U04.CH4,4203.17,4232.43,foreground
S01_U04.CH4,4232.43,4251.77,foreground
S01_U04.CH4,4251.77,4257.5,foreground
S01_U04.CH4,4257.5,4272.22,foreground
S01_U04.CH4,4272.22,4289.53,foreground
S01_U04.CH4,4289.53,4297.28,foreground
S01_U04.CH4,4297.28,4297.8,background
S01_U04.CH4,4297.8,4298.56,foreground
S01_U04.CH4,4298.56,4301.79,foreground
S01_U04.CH4,4301.79,4314.6,foreground
S01_U04.CH4,4314.6,4317.31,foreground
S01_U04.CH4,4317.31,4327.47,foreground
S01_U04.CH4,4327.47,4338.76,foreground
S01_U04.CH4,4338.76,4339.46,foreground
S01_U04.CH4,4339.46,4341.62,foreground
S01_U04.CH4,4341.62,4357.52,foreground
S01_U04.CH4,4357.52,4366.61,foreground
S01_U04.CH4,4366.61,4370.52,foreground
S01_U04.CH4,4370.52,4371.5,foreground
S01_U04.CH4,4371.5,4388.93,foreground
S01_U04.CH4,4388.93,4406.89,foreground
S01_U04.CH4,4406.89,4407.23,foreground
S01_U04.CH4,4407.23,4407.61,foreground
S01_U04.CH4,4407.61,4436.48,foreground
S01_U04.CH4,4436.48,4436.68,background
S01_U04.CH4,4436.68,4436.96,foreground
S01_U04.CH4,4436.96,4437.56,foreground
S01_U04.CH4,4437.56,4437.83,foreground
S01_U04.CH4,4437.83,4438.13,background
S01_U04.CH4,4438.13,4441.26,foreground
S01_U04.CH4,4441.26,4442.52,foreground
S01_U04.CH4,4442.52,4576.17,foreground
S01_U04.CH4,4576.17,4577.58,foreground
S01_U04.CH4,4577.58,4578.25,foreground
S01_U04.CH4,4578.25,4580.61,foreground
S01_U04.CH4,4580.61,4581.34,foreground
S01_U04.CH4,4581.34,4632.89,foreground
S01_U04.CH4,4632.89,4633.42,foreground
S01_U04.CH4,4633.42,4633.71,foreground
S01_U04.CH4,4633.71,4686.21,foreground
S01_U04.CH4,4686.21,4686.46,foreground
S01_U04.CH4,4686.46,4687.28,foreground
S01_U04.CH4,4687.28,4707.62,foreground
S01_U04.CH4,4707.62,4708.36,foreground
S01_U04.CH4,4708.36,4710.15,foreground
S01_U04.CH4,4710.15,4710.51,background
S01_U04.CH4,4710.51,4710.75,foreground
S01_U04.CH4,4710.75,4711.33,foreground
S01_U04.CH4,4711.33,4753.51,foreground
S01_U04.CH4,4753.51,4754.19,foreground
S01_U04.CH4,4754.19,4755.42,foreground
S01_U04.CH4,4755.42,4755.93,foreground
S01_U04.CH4,4755.93,4757.36,foreground
S01_U04.CH4,4757.36,4758.98,foreground
S01_U04.CH4,4758.98,4759.79,foreground
S01_U04.CH4,4759.79,4760.3,foreground
S01_U04.CH4,4760.3,4761.06,foreground
S01_U04.CH4,4761.06,4761.53,foreground
S01_U04.CH4,4761.53,4761.78,foreground
S01_U04.CH4,4761.78,4762.5,foreground
S01_U04.CH4,4762.5,4762.97,foreground
S01_U04.CH4,4762.97,4765.36,foreground
S01_U04.CH4,4765.36,4766.56,foreground
S01_U04.CH4,4766.56,4768.39,foreground
S01_U04.CH4,4768.39,4774.68,foreground
S01_U04.CH4,4774.68,4777.19,foreground
S01_U04.CH4,4777.19,4832.31,foreground
S01_U04.CH4,4832.31,4875.68,foreground
S01_U04.CH4,4875.68,4923.48,foreground
S01_U04.CH4,4923.48,4925.16,foreground
S01_U04.CH4,4925.16,4934.11,foreground
S01_U04.CH4,4934.11,4938.33,foreground
S01_U04.CH4,4938.33,4951.01,foreground
S01_U04.CH4,4951.01,4951.22,background
S01_U04.CH4,4951.22,4952.82,foreground
S01_U04.CH4,4952.82,4954.13,foreground
S01_U04.CH4,4954.13,4954.53,foreground
S01_U04.CH4,4954.53,4954.93,foreground
S01_U04.CH4,4954.93,4957.77,foreground
S01_U04.CH4,4957.77,4978.96,foreground
S01_U04.CH4,4978.96,4983.33,foreground
S01_U04.CH4,4983.33,4984.78,background
S01_U04.CH4,4984.78,4991.42,foreground
S01_U04.CH4,4991.42,5009.06,foreground
S01_U04.CH4,5009.06,5034.49,foreground
S01_U04.CH4,5034.49,5036.61,foreground
S01_U04.CH4,5036.61,5071.28,foreground
S01_U04.CH4,5071.28,5071.59,foreground
S01_U04.CH4,5071.59,5072.59,foreground
S01_U04.CH4,5072.59,5072.89,foreground
S01_U04.CH4,5072.89,5073.98,foreground
S01_U04.CH4,5073.98,5074.79,foreground
S01_U04.CH4,5074.79,5075.83,foreground
S01_U04.CH4,5075.83,5095.2,foreground
S01_U04.CH4,5095.2,5095.57,background
S01_U04.CH4,5095.57,5110.56,foreground
S01_U04.CH4,5110.56,5194.67,foreground
S01_U04.CH4,5194.67,5196.14,foreground
S01_U04.CH4,5196.14,5273.07,foreground
S01_U04.CH4,5273.07,5280.61,foreground
S01_U04.CH4,5280.61,5280.93,background
S01_U04.CH4,5280.93,5311.29,foreground
S01_U04.CH4,5311.29,5359.61,foreground
S01_U04.CH4,5359.61,5401.3,foreground
S01_U04.CH4,5401.3,5443.73,foreground
S01_U04.CH4,5443.73,5446.64,foreground
S01_U04.CH4,5446.64,5502.67,foreground
S01_U04.CH4,5502.67,5512.23,foreground
S01_U04.CH4,5512.23,5577.21,foreground
S01_U04.CH4,5577.21,5614.59,foreground
S01_U04.CH4,5614.59,5641.89,foreground
S01_U04.CH4,5641.89,5642.43,foreground
S01_U04.CH4,5642.43,5664.48,foreground
S01_U04.CH4,5664.48,5665.34,foreground
S01_U04.CH4,5665.34,5665.85,foreground
S01_U04.CH4,5665.85,5667.68,foreground
S01_U04.CH4,5667.68,5669.4,foreground
S01_U04.CH4,5669.4,5670.9,foreground
S01_U04.CH4,5670.9,5685.15,foreground
S01_U04.CH4,5685.15,5707.13,foreground
S01_U04.CH4,5707.13,5729.52,foreground
S01_U04.CH4,5729.52,5764.4,foreground
S01_U04.CH4,5764.4,5767.62,foreground
S01_U04.CH4,5767.62,5769.51,foreground
S01_U04.CH4,5769.51,5770.39,foreground
S01_U04.CH4,5770.39,5773.95,foreground
S01_U04.CH4,5773.95,5778.38,foreground
S01_U04.CH4,5778.38,5779.79,foreground
S01_U04.CH4,5779.79,5781.4,foreground
S01_U04.CH4,5781.4,5781.74,foreground
S01_U04.CH4,5781.74,5782.2,foreground
S01_U04.CH4,5782.2,5785.95,foreground
S01_U04.CH4,5785.95,5786.36,foreground
S01_U04.CH4,5786.36,5787.09,foreground
S01_U04.CH4,5787.09,5787.36,background
S01_U04.CH4,5787.36,5789.72,foreground
S01_U04.CH4,5789.72,5790.29,foreground
S01_U04.CH4,5790.29,5799.6,foreground
S01_U04.CH4,5799.6,5800.25,foreground
S01_U04.CH4,5800.25,5801.47,foreground
S01_U04.CH4,5801.47,5806.2,foreground
S01_U04.CH4,5806.2,5809.85,foreground
S01_U04.CH4,5809.85,5810.39,foreground
S01_U04.CH4,5810.39,5812.16,foreground
S01_U04.CH4,5812.16,5812.74,foreground
S01_U04.CH4,5812.74,5813.4,foreground
S01_U04.CH4,5813.4,5814.26,foreground
S01_U04.CH4,5814.26,5814.58,foreground
S01_U04.CH4,5814.58,5819.52,foreground
S01_U04.CH4,5819.52,5820.31,foreground
S01_U04.CH4,5820.31,5822.34,foreground
S01_U04.CH4,5822.34,5823.6,foreground
S01_U04.CH4,5823.6,5824.25,foreground
S01_U04.CH4,5824.25,5825.4,foreground
S01_U04.CH4,5825.4,5826.12,foreground
S01_U04.CH4,5826.12,5828.16,foreground
S01_U04.CH4,5828.16,5828.9,foreground
S01_U04.CH4,5828.9,5833.63,foreground
S01_U04.CH4,5833.63,5836.09,foreground
S01_U04.CH4,5836.09,5836.67,foreground
S01_U04.CH4,5836.67,5837.49,foreground
S01_U04.CH4,5837.49,5838.37,foreground
S01_U04.CH4,5838.37,5839.5,foreground
S01_U04.CH4,5839.5,5839.85,foreground
S01_U04.CH4,5839.85,5840.25,foreground
S01_U04.CH4,5840.25,5841.26,foreground
S01_U04.CH4,5841.26,5841.76,foreground
S01_U04.CH4,5841.76,5842.11,foreground
S01_U04.CH4,5842.11,5846.78,foreground
S01_U04.CH4,5846.78,5854.24,foreground
S01_U04.CH4,5854.24,5857.11,foreground
S01_U04.CH4,5857.11,5857.44,foreground
S01_U04.CH4,5857.44,5857.92,foreground
S01_U04.CH4,5857.92,5858.28,foreground
S01_U04.CH4,5858.28,5859.08,foreground
S01_U04.CH4,5859.08,5860.38,foreground
S01_U04.CH4,5860.38,5861.53,foreground
S01_U04.CH4,5861.53,5861.91,foreground
S01_U04.CH4,5861.91,5863.47,foreground
S01_U04.CH4,5863.47,5865.81,foreground
S01_U04.CH4,5865.81,5869.57,foreground
S01_U04.CH4,5869.57,5869.88,background
S01_U04.CH4,5869.88,5870.73,foreground
S01_U04.CH4,5870.73,5871.06,foreground
S01_U04.CH4,5871.06,5871.65,background
S01_U04.CH4,5871.65,5874.82,foreground
S01_U04.CH4,5874.82,5875.64,foreground
S01_U04.CH4,5875.64,5876.05,foreground
S01_U04.CH4,5876.05,5878.21,foreground
S01_U04.CH4,5878.21,5878.73,foreground
S01_U04.CH4,5878.73,5880.12,foreground
S01_U04.CH4,5880.12,5880.95,foreground
S01_U04.CH4,5880.95,5881.17,background
S01_U04.CH4,5881.17,5883.18,foreground
S01_U04.CH4,5883.18,5883.43,background
S01_U04.CH4,5883.43,5885.52,foreground
S01_U04.CH4,5885.52,5887.6,foreground
S01_U04.CH4,5887.6,5889.27,foreground
S01_U04.CH4,5889.27,5889.6,foreground
S01_U04.CH4,5889.6,5890.04,foreground
S01_U04.CH4,5890.04,5890.91,foreground
S01_U04.CH4,5890.91,5891.58,foreground
S01_U04.CH4,5891.58,5892.45,foreground
S01_U04.CH4,5892.45,5893.15,background
S01_U04.CH4,5893.15,5894.26,foreground
S01_U04.CH4,5894.26,5895.03,foreground
S01_U04.CH4,5895.03,5896.29,foreground
S01_U04.CH4,5896.29,5897.19,foreground
S01_U04.CH4,5897.19,5897.96,foreground
S01_U04.CH4,5897.96,5898.54,foreground
S01_U04.CH4,5898.54,5899.16,background
S01_U04.CH4,5899.16,5900.68,foreground
S01_U04.CH4,5900.68,5901.23,foreground
S01_U04.CH4,5901.23,5901.64,foreground
S01_U04.CH4,5901.64,5902.42,foreground
S01_U04.CH4,5902.42,5902.8,foreground
S01_U04.CH4,5902.8,5903.89,foreground
S01_U04.CH4,5903.89,5904.34,foreground
S01_U04.CH4,5904.34,5904.59,background
S01_U04.CH4,5904.59,5906.09,foreground
S01_U04.CH4,5906.09,5906.96,foreground
S01_U04.CH4,5906.96,5907.98,foreground
S01_U04.CH4,5907.98,5909.03,foreground
S01_U04.CH4,5909.03,5909.56,foreground
S01_U04.CH4,5909.56,5911.89,foreground
S01_U04.CH4,5911.89,5912.16,background
S01_U04.CH4,5912.16,5912.84,foreground
S01_U04.CH4,5912.84,5913.8,background
S01_U04.CH4,5913.8,5914.24,background
S01_U04.CH4,5914.24,5915.15,background
S01_U04.CH4,5915.15,5916.22,foreground
S01_U04.CH4,5916.22,5917.22,foreground
S01_U04.CH4,5917.22,5917.82,foreground
S01_U04.CH4,5917.82,5918.35,foreground
S01_U04.CH4,5918.35,5919.87,foreground
S01_U04.CH4,5919.87,5920.29,foreground
S01_U04.CH4,5920.29,5921.23,foreground
S01_U04.CH4,5921.23,5926.44,foreground
S01_U04.CH4,5926.44,5926.75,foreground
S01_U04.CH4,5926.75,5927.94,foreground
S01_U04.CH4,5927.94,5928.94,foreground
S01_U04.CH4,5928.94,5929.61,background
S01_U04.CH4,5929.61,5929.81,foreground
S01_U04.CH4,5929.81,5930.49,foreground
S01_U04.CH4,5930.49,5930.76,background
S01_U04.CH4,5930.76,5931.65,foreground
S01_U04.CH4,5931.65,5933.43,foreground
S01_U04.CH4,5933.43,5934.01,background
S01_U04.CH4,5934.01,5935.26,foreground
S01_U04.CH4,5935.26,5935.56,foreground
S01_U04.CH4,5935.56,5936.02,foreground
S01_U04.CH4,5936.02,5936.6,foreground
S01_U04.CH4,5936.6,5937.43,foreground
S01_U04.CH4,5937.43,5938.45,foreground
S01_U04.CH4,5938.45,5940.01,foreground
S01_U04.CH4,5940.01,5940.7,foreground
S01_U04.CH4,5940.7,5941.32,foreground
S01_U04.CH4,5941.32,5941.96,foreground
S01_U04.CH4,5941.96,5942.75,foreground
S01_U04.CH4,5942.75,5944.01,foreground
S01_U04.CH4,5944.01,5944.46,foreground
S01_U04.CH4,5944.46,5945.02,foreground
S01_U04.CH4,5945.02,5946.56,foreground
S01_U04.CH4,5946.56,5947.94,foreground
S01_U04.CH4,5947.94,5949.18,foreground
S01_U04.CH4,5949.18,5949.49,foreground
S01_U04.CH4,5949.49,5949.72,background
S01_U04.CH4,5949.72,5950.29,foreground
S01_U04.CH4,5950.29,5951.34,foreground
S01_U04.CH4,5951.34,5951.9,foreground
S01_U04.CH4,5951.9,5952.72,foreground
S01_U04.CH4,5952.72,5954.04,foreground
S01_U04.CH4,5954.04,5954.67,foreground
S01_U04.CH4,5954.67,5955.56,foreground
S01_U04.CH4,5955.56,5955.98,foreground
S01_U04.CH4,5955.98,5956.33,foreground
S01_U04.CH4,5956.33,5956.87,foreground
S01_U04.CH4,5956.87,5957.39,foreground
S01_U04.CH4,5957.39,5959.11,foreground
S01_U04.CH4,5959.11,5959.69,foreground
S01_U04.CH4,5959.69,5964.78,foreground
S01_U04.CH4,5964.78,5965.48,foreground
S01_U04.CH4,5965.48,5967.96,foreground
S01_U04.CH4,5967.96,5968.86,foreground
S01_U04.CH4,5968.86,5969.86,foreground
S01_U04.CH4,5969.86,5971.33,foreground
S01_U04.CH4,5971.33,5971.89,foreground
S01_U04.CH4,5971.89,5972.61,foreground
S01_U04.CH4,5972.61,5973.39,foreground
S01_U04.CH4,5973.39,5973.95,foreground
S01_U04.CH4,5973.95,5974.24,foreground
S01_U04.CH4,5974.24,5974.47,background
S01_U04.CH4,5974.47,5975.21,foreground
S01_U04.CH4,5975.21,5975.83,foreground
S01_U04.CH4,5975.83,5976.5,foreground
S01_U04.CH4,5976.5,5977.07,foreground
S01_U04.CH4,5977.07,5977.62,foreground
